Price,Levy,Model,Category,Leather interior,Engine volume,Mileage,Cylinders,Drive wheels,Doors,Wheel,Color,Airbags,turbo,engine_volume,brand,fuel_type,Gear_box,year,price_win,Mileage_win,Levy_wins,Cylinders_wins,Category_enc,Fuel_type_enc,Drive_wheels_enc,Gear_box_enc,Manufacturer_enc
7683,707,Sonata,Sedan,1,2,82309,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,LPG,Automatic,2011,7683,82309,707,4,9,4,2,1,21
470,1399,E 350,Sedan,1,3.5,229904,6,4x4,4,Left wheel,Black,12,0,3.5,MERCEDES-BENZ,Petrol,Automatic,2010,470,229904,1399,6,9,5,1,1,33
19089,1099,REXTON,SUV,1,2.7,181000,4,Front,4,Left wheel,White,4,0,2.7,SSANGYONG,Diesel,Automatic,2010,19089,181000,1099,4,10,2,2,1,51
27356,642,Tucson,SUV,1,2,149546,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,Diesel,Automatic,2012,27356,149546,642,4,10,2,2,1,21
40362,730,Actyon,SUV,1,1.6,61000,4,Front,4,Left wheel,White,4,0,1.6,SSANGYONG,Diesel,Automatic,2016,38124.099999999795,61000,730,4,10,2,2,1,51
784,781,Escape,SUV,1,2.5,95349,4,Front,4,Left wheel,Blue,0,0,2.5,FORD,Hybrid,Automatic,2012,784,95349,781,4,10,3,2,1,14
35570,1091,H1,Minivan,1,2.5,77227,4,Front,4,Left wheel,Grey,4,0,2.5,HYUNDAI,Diesel,Automatic,2016,35570,77227,1091,4,7,2,2,1,21
14426,1882.2190875879999,CC,Sedan,1,2,159000,4,Front,4,Left wheel,Carnelian red,8,0,2,VOLKSWAGEN,Petrol,Manual,2009,14426,159000,1597.7933519556452,4,9,5,2,2,57
18817,946.19983310699115,Optima,Sedan,0,2.4,78000,4,Front,4,Left wheel,Brown,6,0,2.4,KIA,Petrol,Tiptronic,2013,18817,78000,946.19983310699115,4,9,5,2,3,26
5959,854.7030256496467,Colt,Hatchback,0,1.5,280000,4,4x4,4,Right-hand drive,Silver,4,0,1.5,MITSUBISHI,Petrol,Variator,2005,5959,280000,854.7030256496467,4,4,5,1,4,36
13485,753,Optima,Sedan,0,2.4,122531,4,Front,4,Left wheel,Silver,0,0,2.4,KIA,Petrol,Automatic,2012,13485,122531,753,4,9,5,2,1,26
16308,891,Sonata,Sedan,1,2,227033,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,LPG,Automatic,2016,16308,227033,891,4,9,4,2,1,21
16778,862,H1,Minivan,1,2.5,45984,4,Front,4,Left wheel,White,4,0,2.5,HYUNDAI,Diesel,Automatic,2011,16778,45984,862,4,7,2,2,1,21
19757,877.9664775229519,CC sport,Sedan,1,2,189000,4,Front,4,Left wheel,Black,2,0,2,VOLKSWAGEN,Petrol,Manual,2011,19757,189000,877.9664775229519,4,9,5,2,2,57
251,919,Q7,SUV,1,3,241344,6,4x4,4,Left wheel,Black,0,0,3,AUDI,Petrol,Automatic,2012,314,241344,919,6,10,5,1,1,3
8624,966,Lacetti,Sedan,1,2,19999,4,Front,4,Left wheel,Grey,4,0,2,DAEWOO,Petrol,Automatic,2009,8624,19999,966,4,9,5,2,1,10
14269,1249,Camry,Sedan,1,2.5,27560,4,Front,4,Left wheel,Grey,12,0,2.5,TOYOTA,Petrol,Automatic,2017,14269,27560,1249,4,9,5,2,1,54
10036,814.4772968502639,Prius,Hatchback,0,1.5,384000,4,Front,4,Left wheel,White,0,0,1.5,TOYOTA,Hybrid,Variator,2008,10036,328000,814.4772968502639,4,4,3,2,4,54
5802,1055,E 350,Sedan,1,3.5,107800,6,Rear,4,Left wheel,Grey,12,0,3.5,MERCEDES-BENZ,Diesel,Automatic,2013,5802,107800,1055,6,9,2,3,1,33
7527,1127.303622065904,Vitz,Hatchback,0,1.5,155000,4,Front,4,Right-hand drive,Beige,8,0,1.5,TOYOTA,Petrol,Automatic,2001,7527,155000,1127.303622065904,4,4,5,2,1,54
22567,639,Malibu,Sedan,1,2,159436,4,Front,4,Left wheel,Black,4,0,2,CHEVROLET,Diesel,Automatic,2014,22567,159436,639,4,9,2,2,1,7
20005,583,Elantra,Sedan,1,1.6,129000,4,Front,4,Left wheel,Silver,4,0,1.6,HYUNDAI,Petrol,Automatic,2011,20005,129000,583,4,9,5,2,1,21
6617,644.7709546235344,Skyline,Sedan,0,3,166000,6,Rear,4,Right-hand drive,Silver,6,0,3,NISSAN,Petrol,Tiptronic,2003,6617,166000,644.7709546235344,6,9,5,3,3,38
11604,843,Prius,Hatchback,0,1.5,216000,4,Front,4,Left wheel,Grey,0,0,1.5,TOYOTA,Hybrid,Automatic,2008,11604,216000,843,4,4,3,2,1,54
17405,891,Elantra SE,Sedan,0,2,81302,4,Front,4,Left wheel,Red,8,0,2,HYUNDAI,Petrol,Automatic,2016,17405,81302,891,4,9,5,2,1,21
34811,919,X5,SUV,1,3,70994,6,4x4,4,Left wheel,Black,0,0,3,BMW,Diesel,Automatic,2012,34811,70994,919,6,10,2,1,1,4
8963,363,Spark,Hatchback,1,1,175771,4,Front,4,Left wheel,Grey,4,0,1,CHEVROLET,LPG,Automatic,2014,8963,175771,473,4,4,4,2,1,7
11290,1082.370240653826,Viano,Minivan,1,3.2,0,6,Rear,4,Right-hand drive,Carnelian red,8,0,3.2,MERCEDES-BENZ,CNG,Tiptronic,2004,11290,2093.200000000008,1082.370240653826,6,7,1,3,3,33
7840,1052.6931443150654,Note,Hatchback,0,1.5,108000,4,Front,4,Right-hand drive,Silver,2,0,1.5,NISSAN,Petrol,Automatic,2005,7840,108000,1052.6931443150654,4,4,5,2,1,38
392,779,Camry,Sedan,1,2.5,232032,4,Front,4,Left wheel,Silver,12,0,2.5,TOYOTA,Hybrid,Automatic,2013,392,232032,779,4,9,3,2,1,54
15681,1185,Escape,SUV,0,2.5,99000,4,Front,4,Left wheel,White,7,0,2.5,FORD,Hybrid,Automatic,2009,15681,99000,1185,4,10,3,2,1,14
3450,830,TERRAIN,Sedan,1,1.5,9422,4,Front,4,Left wheel,Blue,12,0,1.5,GMC,Petrol,Automatic,2019,3450,9422,830,4,9,5,2,1,16
706,474,Volt,Hatchback,1,1.4,181360,4,Front,4,Left wheel,Blue,12,0,1.4,CHEVROLET,Hybrid,Automatic,2013,706,181360,474,4,4,3,2,1,7
19130,779,Camry,Sedan,0,2.5,7900,4,Front,4,Left wheel,Black,0,0,2.5,TOYOTA,Petrol,Tiptronic,2013,19130,7900,779,4,9,5,2,3,54
2038,1018,C 300,Sedan,1,3,304082,6,Rear,4,Left wheel,White,12,0,3,MERCEDES-BENZ,Petrol,Automatic,2011,2038,304082,1018,6,9,5,3,1,33
39201,1091,H1,Universal,1,2.5,182821,4,Front,4,Left wheel,Silver,4,0,2.5,HYUNDAI,Diesel,Automatic,2016,38124.099999999795,182821,1091,4,11,2,2,1,21
19444,565.0902649215822,Highlander,SUV,1,3.3,0,6,Front,4,Left wheel,Grey,5,0,3.3,TOYOTA,Hybrid,Automatic,2006,19444,2093.200000000008,565.0902649215822,6,10,3,2,1,54
10349,1267,Aqua,Hatchback,0,1.5,129000,4,Front,4,Right-hand drive,Silver,6,0,1.5,TOYOTA,Hybrid,Automatic,2013,10349,129000,1267,4,4,3,2,1,54
20228,890,Orlando,SUV,1,2,30179,4,Front,4,Left wheel,White,4,0,2,CHEVROLET,Petrol,Automatic,2016,20228,30179,890,4,10,5,2,1,7
200,1062.2648817980407,Transit პერეგაროტკა,Microbus,1,2.5,200000,4,Rear,5,Left wheel,White,0,0,2.5,FORD,Diesel,Manual,1996,314,200000,1062.2648817980407,4,6,2,3,2,14
8154,531,Aveo,Hatchback,1,1.6,74181,4,Front,4,Left wheel,White,4,0,1.6,CHEVROLET,Petrol,Automatic,2012,8154,74181,531,4,4,5,2,1,7
9722,765,Sonata,Sedan,1,2,362818,4,Front,4,Left wheel,Orange,4,0,2,HYUNDAI,LPG,Automatic,2015,9722,328000,765,4,9,4,2,1,21
13485,1971.2635107747008,Prius,Sedan,0,1.8,0,4,Front,4,Left wheel,White,12,0,1.8,TOYOTA,Hybrid,Automatic,2012,13485,2093.200000000008,1597.7933519556452,4,9,3,2,1,54
19757,1377.9205775550688,Prius,Sedan,1,1.8,184000,4,Front,4,Left wheel,Grey,12,0,1.8,TOYOTA,Hybrid,Variator,2012,19757,184000,1377.9205775550688,4,9,3,2,4,54
5018,2814.365058725357,Pajero 2.5diezel,SUV,0,2.5,111111,4,4x4,4,Left wheel,Black,2,0,2.5,MITSUBISHI,Diesel,Automatic,1992,5018,111111,1597.7933519556452,4,10,2,1,1,36
19914,891,Sonata,Sedan,1,2,240573,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,LPG,Automatic,2016,19914,240573,891,4,9,4,2,1,21
470,353,CT 200h,Hatchback,1,1.8,94949,4,Front,4,Left wheel,White,12,0,1.8,LEXUS,Hybrid,Automatic,2015,470,94949,473,4,4,3,2,1,29
6586,1481,Focus,Universal,0,2,280000,4,Front,4,Left wheel,Grey,6,0,2,FORD,Diesel,Manual,2006,6586,280000,1481,4,11,2,2,2,14
43576,831,Actyon,SUV,1,1.6,47456,4,Front,4,Left wheel,White,4,0,1.6,SSANGYONG,Petrol,Automatic,2017,38124.099999999795,47456,831,4,10,5,2,1,51
13172,1028.2263238535731,E 220,Sedan,0,2.2,250115,4,Rear,4,Left wheel,Silver,8,0,2.2,MERCEDES-BENZ,Diesel,Manual,2002,13172,250115,1028.2263238535731,4,9,2,3,2,33
9722,961,Captiva,SUV,1,2,63889,4,Front,4,Left wheel,White,4,0,2,CHEVROLET,Diesel,Automatic,2009,9722,63889,961,4,10,2,2,1,7
7213,865.15680477804,525,Sedan,1,2.5,300000,6,Rear,4,Left wheel,Blue,6,0,2.5,BMW,CNG,Tiptronic,2001,7213,300000,865.15680477804,6,9,1,3,3,4
16308,1081.940475977271,Prius,Sedan,1,2.4,104000,4,Front,4,Left wheel,Black,8,0,2.4,TOYOTA,Hybrid,Tiptronic,2011,16308,104000,1081.940475977271,4,9,3,2,3,54
31675,1817,Tacoma,Sedan,1,3.5,1669,6,4x4,4,Left wheel,Black,12,0,3.5,TOYOTA,Petrol,Automatic,2020,31675,2093.200000000008,1597.7933519556452,6,9,5,1,1,54
10663,934,Forester,SUV,1,2.5,81058,4,4x4,4,Left wheel,Silver,0,0,2.5,SUBARU,Petrol,Automatic,2015,10663,81058,934,4,10,5,1,1,52
2200,1528,406,Sedan,0,1.8,283000,4,Front,4,Left wheel,Green,2,0,1.8,PEUGEOT,Petrol,Manual,1996,2200,283000,1528,4,9,5,2,2,40
5488,1431.7173022668767,A 190,Hatchback,0,1.9,147000,4,Front,4,Right-hand drive,Black,4,0,1.9,MERCEDES-BENZ,Petrol,Automatic,2001,5488,147000,1431.7173022668767,4,4,5,2,1,33
29793,839.4784246972521,Fusion,Sedan,1,2,140000,4,Front,4,Left wheel,Black,10,0,2,FORD,Plug-in Hybrid,Automatic,2014,29793,140000,839.4784246972521,4,9,6,2,1,14
23521,781,Camry,Sedan,0,2.5,138165,4,Front,4,Left wheel,Red,0,0,2.5,TOYOTA,Hybrid,Automatic,2012,23521,138165,781,4,9,3,2,1,54
13485,831,Optima HYBRID,Sedan,0,2.4,88000,4,Rear,4,Left wheel,Silver,8,0,2.4,KIA,Hybrid,Automatic,2011,13485,88000,831,4,9,3,3,1,26
7200,1851.7924899158586,E 320,Sedan,1,3.2,25000,6,Rear,4,Right-hand drive,Blue,5,0,3.2,MERCEDES-BENZ,Petrol,Tiptronic,2000,7200,25000,1597.7933519556452,6,9,5,3,3,33
23521,585,C 250,Sedan,1,1.8,121712,4,Rear,4,Left wheel,White,0,0,1.8,MERCEDES-BENZ,Petrol,Automatic,2013,23521,121712,585,4,9,5,3,1,33
5645,1288,Sportage,SUV,1,2,51264,4,Front,4,Left wheel,Silver,4,0,2,KIA,Petrol,Automatic,2007,5645,51264,1288,4,10,5,2,1,26
12544,878,Transit Connect,Goods wagon,0,1.8,20462,4,Front,4,Left wheel,White,4,0,1.8,FORD,Diesel,Manual,2009,12544,20462,878,4,3,2,2,2,14
12544,473,Cruze,Sedan,0,1.4,105070,4,Front,4,Left wheel,Silver,0,0,1.4,CHEVROLET,Petrol,Automatic,2014,12544,105070,473,4,9,5,2,1,7
33378,694,Santa FE,SUV,1,2.2,51905,4,Front,4,Left wheel,White,4,0,2.2,HYUNDAI,Diesel,Automatic,2014,33378,51905,694,4,10,2,2,1,21
32929,1157.5152567068,L 200,Pickup,0,2.5,190000,4,4x4,4,Left wheel,White,2,0,2.5,MITSUBISHI,Diesel,Manual,2011,32929,190000,1157.5152567068,4,8,2,1,2,36
24148,1105.287376274622,Prius,Hatchback,0,1.8,139200,4,Front,4,Left wheel,Silver,6,0,1.8,TOYOTA,Hybrid,Variator,2014,24148,139200,1105.287376274622,4,4,3,2,4,54
14636,836,Actyon,Sedan,1,2,125000,4,Front,4,Left wheel,Silver,4,0,2,SSANGYONG,Diesel,Automatic,2010,14636,125000,836,4,9,2,2,1,51
19444,787.04254026684,328,Sedan,1,3,120000,6,Rear,4,Left wheel,White,8,0,3,BMW,Petrol,Tiptronic,2009,19444,120000,787.04254026684,6,9,5,3,3,4
2666,521,Volt,Hatchback,1,1.4,288778,4,Front,4,Left wheel,Black,0,0,1.4,CHEVROLET,Hybrid,Automatic,2011,2666,288778,521,4,4,3,2,1,7
45633,640,REXTON,SUV,1,2,51950,4,Front,4,Left wheel,White,4,0,2,SSANGYONG,Diesel,Automatic,2013,38124.099999999795,51950,640,4,10,2,2,1,51
4077,914.1623032075785,Astra,Goods wagon,0,1.4,1111111,4,Front,4,Left wheel,Green,2,0,1.4,OPEL,Petrol,Manual,1995,4077,328000,914.1623032075785,4,3,5,2,2,39
39559,765,Santa FE,SUV,1,2,130000,4,Front,4,Left wheel,Silver,4,0,2,HYUNDAI,Diesel,Automatic,2015,38124.099999999795,130000,765,4,10,2,2,1,21
37633,765,GLA 250,SUV,1,2,48000,4,4x4,4,Left wheel,Black,8,0,2,MERCEDES-BENZ,Petrol,Tiptronic,2015,37633,48000,765,4,10,5,1,3,33
9252,765,Sonata,Sedan,1,2,576605,4,Front,4,Left wheel,Orange,4,0,2,HYUNDAI,LPG,Automatic,2015,9252,328000,765,4,9,4,2,1,21
1490,1058,Highlander,SUV,1,3.5,363059,6,4x4,4,Left wheel,White,12,0,3.5,TOYOTA,Hybrid,Automatic,2012,1490,328000,1058,6,10,3,1,1,54
220,1327,Camry,Sedan,1,2.5,70662,4,Front,4,Left wheel,Black,12,0,2.5,TOYOTA,Petrol,Automatic,2018,314,70662,1327,4,9,5,2,1,54
1803,761,Prius,Hatchback,1,1.8,258909,4,Front,4,Left wheel,White,12,0,1.8,TOYOTA,Hybrid,Automatic,2010,1803,258909,761,4,4,3,2,1,54
8006,761,Lacetti,Sedan,1,1.8,164466,4,Front,4,Left wheel,Grey,4,0,1.8,DAEWOO,Petrol,Automatic,2010,8006,164466,761,4,9,5,2,1,10
6586,778.6991027532231,200,Sedan,0,2,315000,4,Rear,4,Left wheel,Black,6,0,2,MERCEDES-BENZ,Diesel,Manual,1999,6586,315000,778.6991027532231,4,9,2,3,2,33
5331,1350.1924337034031,Vento,Sedan,0,1.6,197346,4,Front,4,Left wheel,White,4,0,1.6,VOLKSWAGEN,Petrol,Manual,2000,5331,197346,1350.1924337034031,4,9,5,2,2,57
282,1077,CHR,SUV,1,2,3237,4,Front,4,Left wheel,Black,12,0,2,TOYOTA,Petrol,Automatic,2019,314,3237,1077,4,10,5,2,1,54
19757,353,Prius,Sedan,0,1.8,100000,4,Front,4,Left wheel,Sky blue,12,0,1.8,TOYOTA,Hybrid,Tiptronic,2015,19757,100000,473,4,9,3,2,3,54
15681,862.4677290794388,Prius 11,Hatchback,1,1.5,210000,4,Front,4,Left wheel,Grey,8,0,1.5,TOYOTA,Hybrid,Automatic,2008,15681,210000,862.4677290794388,4,4,3,2,1,54
32929,1015.1090352291145,535,Sedan,1,3,165000,6,Rear,4,Left wheel,White,10,0,3,BMW,Petrol,Tiptronic,2011,32929,165000,1015.1090352291145,6,9,5,3,3,4
14454,629,Accent,Sedan,1,1.6,191108,4,Front,4,Left wheel,Black,4,0,1.6,HYUNDAI,Diesel,Automatic,2015,14454,191108,629,4,9,2,2,1,21
19823,595,Aqua,Hatchback,1,1.5,67000,4,Front,4,Left wheel,Black,4,0,1.5,TOYOTA,Petrol,Automatic,2015,19823,67000,595,4,4,5,2,1,54
26770,730,Elantra,Sedan,1,1.6,57000,4,Front,4,Left wheel,Silver,4,0,1.6,HYUNDAI,Petrol,Automatic,2016,26770,57000,730,4,9,5,2,1,21
12700,1996,Transit,Microbus,0,2.4,250000,4,Rear,2,Left wheel,White,4,0,2.4,FORD,Diesel,Manual,2002,12700,250000,1597.7933519556452,4,6,2,3,2,14
251,607,Camry,Sedan,1,2.5,39552,4,Front,4,Left wheel,Black,12,0,2.5,TOYOTA,Hybrid,Automatic,2019,314,39552,607,4,9,3,2,1,54
1882,1053,E 350,Sedan,1,3.5,146395,6,Rear,4,Left wheel,Grey,12,0,3.5,MERCEDES-BENZ,Diesel,Automatic,2014,1882,146395,1053,6,9,2,3,1,33
28852,1104.161548824782,Pathfinder,SUV,1,2.5,21000,4,4x4,5,Left wheel,Black,12,0,2.5,NISSAN,Diesel,Manual,2006,28852,21000,1104.161548824782,4,10,2,1,2,38
21953,645,CT 200h,Hatchback,1,1.8,190000,4,Front,4,Left wheel,Golden,4,0,1.8,LEXUS,Hybrid,Automatic,2011,21953,190000,645,4,4,3,2,1,29
12544,1062,Astra,Hatchback,0,1.4,138000,4,Front,4,Left wheel,Sky blue,6,0,1.4,OPEL,Petrol,Manual,2006,12544,138000,1062,4,4,5,2,2,39
42965,642,Explorer Turbo japan,SUV,1,2,65000,4,Front,4,Left wheel,White,10,0,2,FORD,Petrol,Automatic,2012,38124.099999999795,65000,642,4,10,5,2,1,14
7840,1142.2038544769844,320,Sedan,0,2,350000,4,Rear,4,Left wheel,Blue,4,0,2,BMW,Diesel,Manual,1999,7840,328000,1142.2038544769844,4,9,2,3,2,4
706,707,Caliber,Hatchback,1,2,193013,4,Front,4,Left wheel,White,12,0,2,DODGE,Petrol,Automatic,2011,706,193013,707,4,4,5,2,1,12
20500,640,Fusion Bybrid,Sedan,1,2,131089,4,Front,4,Left wheel,White,12,0,2,FORD,Hybrid,Automatic,2013,20500,131089,640,4,9,3,2,1,14
11604,1629.5128044307562,Elysion,Minivan,0,2.4,220000,4,Front,4,Right-hand drive,White,8,0,2.4,HONDA,LPG,Tiptronic,2006,11604,220000,1597.7933519556452,4,7,4,2,3,19
15681,1059.6781606361571,Vesta,Sedan,0,1.6,35000,6,Front,4,Left wheel,Black,12,0,1.6,VAZ,Petrol,Tiptronic,2018,15681,35000,1059.6781606361571,6,9,5,2,3,56
19500,1226.3595350224462,Prius,Sedan,0,1.8,39000,4,Front,4,Left wheel,Grey,0,0,1.8,TOYOTA,Petrol,Tiptronic,2012,19500,39000,1226.3595350224462,4,9,5,2,3,54
12544,639,Focus,Sedan,0,2,87000,4,Front,4,Left wheel,Golden,16,0,2,FORD,Petrol,Automatic,2014,12544,87000,639,4,9,5,2,1,14
3136,781,Camry,Sedan,1,2.5,159379,4,Front,4,Left wheel,White,12,0,2.5,TOYOTA,Hybrid,Automatic,2012,3136,159379,781,4,9,3,2,1,54
19707,530,Elantra,Sedan,1,1.6,110000,4,Front,4,Left wheel,Grey,4,0,1.6,HYUNDAI,Petrol,Automatic,2013,19707,110000,530,4,9,5,2,1,21
34240,891,Captiva,SUV,1,2,149361,4,Front,4,Left wheel,Silver,4,0,2,CHEVROLET,Diesel,Automatic,2016,34240,149361,891,4,10,2,2,1,7
3,900,Sportage,SUV,0,2.4,50345,4,4x4,4,Left wheel,Blue,12,0,2.4,KIA,Petrol,Tiptronic,2015,314,50345,900,4,10,5,1,3,26
15400,640,Sonata,Sedan,1,2,107000,4,Front,4,Left wheel,Silver,8,0,2,HYUNDAI,Petrol,Tiptronic,2013,15400,107000,640,4,9,5,2,3,21
10976,1416.1693005494506,A4,Sedan,1,2,226000,8,4x4,5,Left wheel,Grey,4,0,2,AUDI,Petrol,Tiptronic,2008,10976,226000,1416.1693005494506,6,9,5,1,3,3
10000,1034.831543222037,Skyline,Sedan,1,2.5,1200,6,4x4,4,Right-hand drive,Silver,6,0,2.5,NISSAN,Petrol,Tiptronic,2007,10000,2093.200000000008,1034.831543222037,6,9,5,1,3,38
17562,503,Prius C,Hatchback,0,1.5,89700,4,Front,4,Left wheel,Sky blue,6,0,1.5,TOYOTA,Petrol,Automatic,2012,17562,89700,503,4,4,5,2,1,54
15681,891,Sonata,Sedan,1,2,280016,4,Front,4,Left wheel,Silver,4,0,2,HYUNDAI,LPG,Automatic,2016,15681,280016,891,4,9,4,2,1,21
5645,2014.114523551711,March,Minivan,0,2.4,150000,4,Front,4,Left wheel,Silver,10,0,2.4,NISSAN,CNG,Automatic,2004,5645,150000,1597.7933519556452,4,7,1,2,1,38
7213,1282,Sportage,SUV,1,2,93568,4,Front,4,Left wheel,Black,4,0,2,KIA,Diesel,Automatic,2007,7213,93568,1282,4,10,2,2,1,26
16621,521,Volt,Hatchback,1,1.4,105989,4,Front,4,Left wheel,Silver,8,0,1.4,CHEVROLET,Plug-in Hybrid,Automatic,2011,16621,105989,521,4,4,6,2,1,7
5802,876,Cruze,Sedan,1,1.8,156032,4,Front,4,Left wheel,Black,4,0,1.8,CHEVROLET,Petrol,Automatic,2009,5802,156032,876,4,9,5,2,1,7
9095,843,Prius,Hatchback,0,1.5,205000,4,Front,4,Left wheel,Green,8,0,1.5,TOYOTA,Hybrid,Automatic,2008,9095,205000,843,4,4,3,2,1,54
5500,607.9738825627823,C 180,Sedan,1,1.8,980087,4,Rear,4,Left wheel,Black,2,0,1.8,MERCEDES-BENZ,Petrol,Manual,1994,5500,328000,607.9738825627823,4,9,5,3,2,33
7840,1221.1614725723377,Inspire,Sedan,0,3,15500,6,Front,4,Right-hand drive,Beige,8,0,3,HONDA,LPG,Tiptronic,2005,7840,15500,1221.1614725723377,6,9,4,2,3,19
13495,531,Elantra,Sedan,1,1.6,119595,4,Front,4,Left wheel,White,4,0,1.6,HYUNDAI,Petrol,Automatic,2012,13495,119595,531,4,9,5,2,1,21
24571,781,H1,Universal,1,2.5,206211,4,Front,4,Left wheel,Grey,4,0,2.5,HYUNDAI,Diesel,Automatic,2012,24571,206211,781,4,11,2,2,1,21
20814,765,Orlando,SUV,1,2,198840,4,Front,4,Left wheel,White,4,0,2,CHEVROLET,LPG,Automatic,2015,20814,198840,765,4,10,4,2,1,7
15524,650,Cruze LT,Sedan,0,1.4,29355,4,Front,4,Left wheel,White,8,0,1.4,CHEVROLET,Petrol,Automatic,2016,15524,29355,650,4,9,5,2,1,7
188,490,Insight,Hatchback,1,1.3,216858,4,Front,4,Left wheel,Grey,0,0,1.3,HONDA,Hybrid,Automatic,2011,314,216858,490,4,4,3,2,1,19
1646,1399,E 350,Sedan,1,3.5,205968,6,4x4,4,Left wheel,White,12,0,3.5,MERCEDES-BENZ,Petrol,Automatic,2010,1646,205968,1399,6,9,5,1,1,33
627,640,Jetta,Sedan,1,2,142515,4,Front,4,Left wheel,White,12,0,2,VOLKSWAGEN,Diesel,Automatic,2013,627,142515,640,4,9,2,2,1,57
15496,836,Santa FE,SUV,1,2,200221,4,Front,4,Left wheel,Silver,4,0,2,HYUNDAI,Diesel,Automatic,2010,15496,200221,836,4,10,2,2,1,21
9700,1350.8643055879925,525,Sedan,0,2.5,146000,6,Rear,4,Left wheel,Silver,6,0,2.5,BMW,Petrol,Tiptronic,1999,9700,146000,1350.8643055879925,6,9,5,3,3,4
7997,1537,Highlander,SUV,1,3.3,251278,6,4x4,4,Left wheel,Green,12,0,3.3,TOYOTA,Hybrid,Automatic,2009,7997,251278,1537,6,10,3,1,1,54
24283,730,Aveo,Hatchback,1,1.6,60805,4,Front,4,Left wheel,Orange,4,0,1.6,CHEVROLET,Petrol,Automatic,2016,24283,60805,730,4,4,5,2,1,7
5331,1101.474774232243,318,Sedan,1,1.8,256848,4,Rear,4,Right-hand drive,Green,5,0,1.8,BMW,Petrol,Automatic,1998,5331,256848,1101.474774232243,4,9,5,3,1,4
3607,1055,RX 450,SUV,1,3.5,163010,6,Front,4,Left wheel,Black,12,0,3.5,LEXUS,Hybrid,Automatic,2013,3607,163010,1055,6,10,3,2,1,29
17054,629,Elantra,Sedan,1,1.6,99335,4,Front,4,Left wheel,White,4,0,1.6,HYUNDAI,Diesel,Automatic,2015,17054,99335,629,4,9,2,2,1,21
1803,761,Prius,Hatchback,1,1.8,258909,4,Front,4,Left wheel,White,12,0,1.8,TOYOTA,Hybrid,Automatic,2010,1803,258909,761,4,4,3,2,1,54
5959,628.3372131407217,Lupo iaponuri,Coupe,0,1.4,177439,4,Front,2,Left wheel,Sky blue,4,0,1.4,VOLKSWAGEN,Petrol,Automatic,2004,5959,177439,628.3372131407217,4,2,5,2,1,57
549,753,Sonata,Sedan,1,2.4,243051,4,Front,4,Left wheel,White,0,0,2.4,HYUNDAI,Hybrid,Automatic,2012,549,243051,753,4,9,3,2,1,21
29169,770,Tucson,SUV,1,1.7,170000,4,Front,4,Left wheel,White,4,0,1.7,HYUNDAI,Diesel,Automatic,2016,29169,170000,770,4,10,2,2,1,21
35,871.7837836346393,Prius,Sedan,0,1.6,240000,2,Front,4,Left wheel,White,2,0,1.6,TOYOTA,Petrol,Automatic,2010,314,240000,871.7837836346393,4,9,5,2,1,54
13799,574,Insight,Sedan,0,1.3,100000,4,Front,4,Left wheel,Silver,10,0,1.3,HONDA,Hybrid,Tiptronic,2010,13799,100000,574,4,9,3,2,3,19
7213,915,X5,SUV,1,3,0,6,4x4,4,Left wheel,Black,0,0,3,BMW,Diesel,Automatic,2014,7213,2093.200000000008,915,6,10,2,1,1,4
20228,1190.4692296950234,"118 2,0",Hatchback,1,2,188000,4,Rear,4,Left wheel,Beige,10,0,2,BMW,Diesel,Manual,2008,20228,188000,1190.4692296950234,4,4,2,3,2,4
32929,1091,Camry,Sedan,1,2.5,42140,4,Front,4,Left wheel,White,6,0,2.5,TOYOTA,Petrol,Automatic,2016,32929,42140,1091,4,9,5,2,1,54
18092,707,REXTON,SUV,1,2,224142,4,Front,4,Left wheel,White,4,0,2,SSANGYONG,Diesel,Automatic,2011,18092,224142,707,4,10,2,2,1,51
12231,1117.287798645174,FIT,Hatchback,0,1.3,126000,4,Front,4,Right-hand drive,Silver,5,0,1.3,HONDA,Hybrid,Automatic,2012,12231,126000,1117.287798645174,4,4,3,2,1,19
14113,854.7060672481846,Prius,Sedan,0,1.5,111111,4,Front,4,Left wheel,Silver,6,0,1.5,TOYOTA,Hybrid,Automatic,2005,14113,111111,854.7060672481846,4,9,3,2,1,54
3607,862,Escape,SUV,1,2.5,168966,4,4x4,4,Left wheel,White,0,0,2.5,FORD,Hybrid,Automatic,2011,3607,168966,862,4,10,3,1,1,14
2700,1319.3431223280577,Transporter,Minivan,0,2,111111,4,Rear,4,Left wheel,Beige,0,0,2,VOLKSWAGEN,Petrol,Manual,1980,2700,111111,1319.3431223280577,4,7,5,3,2,57
6272,607.6635240278379,PT Cruiser,Sedan,0,2,200000,6,Front,4,Left wheel,Silver,0,0,2,CHRYSLER,Petrol,Manual,2002,6272,200000,607.6635240278379,6,9,5,2,2,8
43868,879,Actyon,SUV,1,1.6,57874,4,Front,4,Left wheel,Blue,4,0,1.6,SSANGYONG,Diesel,Automatic,2019,38124.099999999795,57874,879,4,10,2,2,1,51
